iters,sse,tempo
13,23.491154,1653.9
13,23.491154,1628.6
13,23.491154,1618.4
13,23.491154,1643.3
13,23.491154,1619.4
13,23.491154,1640.7
13,23.491154,1617.3
13,23.491154,1610.8
13,23.491154,1663.6
13,23.491154,1688.0
13,23.491154,1611.8
13,23.491154,1635.9
13,23.491154,1612.9
13,23.491154,1642.5
13,23.491154,1623.5
13,23.491154,1627.4
13,23.491154,1656.4
13,23.491154,1620.3
13,23.491154,1640.6
13,23.491154,1645.1
