iters,sse,tempo
13,23.491154,319.3
13,23.491154,308.3
13,23.491154,317.4
13,23.491154,323.5
13,23.491154,326.7
13,23.491154,353.9
13,23.491154,322.4
13,23.491154,318.2
13,23.491154,312.9
13,23.491154,317.7
13,23.491154,316.8
13,23.491154,325.6
13,23.491154,329.3
13,23.491154,324.0
13,23.491154,306.8
13,23.491154,298.1
13,23.491154,327.5
13,23.491154,321.5
13,23.491154,320.2
13,23.491154,334.7
