iters,sse,tempo
13,23.491154,848.5
13,23.491154,955.1
13,23.491154,887.7
13,23.491154,859.9
13,23.491154,852.7
13,23.491154,852.5
13,23.491154,946.1
13,23.491154,933.9
13,23.491154,880.4
13,23.491154,871.4
13,23.491154,850.3
13,23.491154,901.3
13,23.491154,849.7
13,23.491154,855.8
13,23.491154,844.9
13,23.491154,864.9
13,23.491154,952.2
13,23.491154,860.6
13,23.491154,855.1
13,23.491154,853.2
