iters,sse,tempo
13,23.491154,1674.3
13,23.491154,1656.9
13,23.491154,1679.2
13,23.491154,1745.2
13,23.491154,1701.9
13,23.491154,1695.6
13,23.491154,1658.2
13,23.491154,1657.3
13,23.491154,1670.2
13,23.491154,1668.8
13,23.491154,1696.6
13,23.491154,1673.2
13,23.491154,1656.8
13,23.491154,1684.9
13,23.491154,1665.8
13,23.491154,1684.3
13,23.491154,1658.3
13,23.491154,1654.5
13,23.491154,1687.5
13,23.491154,1657.1
